"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Animal or vegetable fats, oils, & waxes",315,"Ground Nut Oil",31508,"Animal and Vegetable Bi-Products",3,1074,2023
"Animal or vegetable fats, oils, & waxes",315,"Pure Olive Oil",31509,"Animal and Vegetable Bi-Products",3,137025,2023
"Animal or vegetable fats, oils, & waxes",315,"Olive Oil",31510,"Animal and Vegetable Bi-Products",3,6587.999999999999,2023
"Animal or vegetable fats, oils, & waxes",315,"Palm Oil",31511,"Animal and Vegetable Bi-Products",3,651578.9999999999,2023
"Animal or vegetable fats, oils, & waxes",315,"Seed Oils",31512,"Animal and Vegetable Bi-Products",3,1589,2023
"Animal or vegetable fats, oils, & waxes",315,"Coconut Oil",31513,"Animal and Vegetable Bi-Products",3,104825,2023
"Animal or vegetable fats, oils, & waxes",315,"Rapeseed Oil",31514,"Animal and Vegetable Bi-Products",3,2779627,2023
"Animal or vegetable fats, oils, & waxes",315,"Other Pure Vegetable Oils",31515,"Animal and Vegetable Bi-Products",3,1008089,2023
"Animal or vegetable fats, oils, & waxes",315,"Other Vegetable Oils",31516,"Animal and Vegetable Bi-Products",3,31143350.000000004,2023
"Animal or vegetable fats, oils, & waxes",315,"Margarine",31517,"Animal and Vegetable Bi-Products",3,1223847,2023
"Animal or vegetable fats, oils, & waxes",315,"Inedible Fats and Oils",31518,"Animal and Vegetable Bi-Products",3,2378,2023
"Animal or vegetable fats, oils, & waxes",315,"Glycerol",31520,"Animal and Vegetable Bi-Products",3,4628,2023
"Animal or vegetable fats, oils, & waxes",315,"Vegetable waxes and beeswax",31521,"Animal and Vegetable Bi-Products",3,26703.000000000004,2023
"Preparations of fish, crustacenas, & molluscs",416,"Sausages",41601,"Foodstuffs",4,10734,2023
"Preparations of fish, crustacenas, & molluscs",416,"Other Prepared Meat",41602,"Foodstuffs",4,3539194,2023
"Preparations of fish, crustacenas, & molluscs",416,"Processed Fish",41604,"Foodstuffs",4,890052,2023
"Preparations of fish, crustacenas, & molluscs",416,"Processed Crustaceans",41605,"Foodstuffs",4,29529146,2023
"Sugars & confectioneries",417,"Raw Sugar",41701,"Foodstuffs",4,136593441,2023
"Sugars & confectioneries",417,"Other Sugars",41702,"Foodstuffs",4,70803605,2023
"Sugars & confectioneries",417,"Molasses",41703,"Foodstuffs",4,32457046,2023
"Sugars & confectioneries",417,"Confectionery Sugar",41704,"Foodstuffs",4,83335512,2023
"Cocoa & cocoa preparations",418,"Cocoa Beans",41801,"Foodstuffs",4,4,2023
"Cocoa & cocoa preparations",418,"Cocoa Paste",41803,"Foodstuffs",4,4940,2023
"Cocoa & cocoa preparations",418,"Cocoa Butter",41804,"Foodstuffs",4,3144,2023
"Cocoa & cocoa preparations",418,"Cocoa Powder",41805,"Foodstuffs",4,2991,2023
"Cocoa & cocoa preparations",418,"Chocolate",41806,"Foodstuffs",4,6237847,2023
"Preparations of cereals, flour, starch or milk",419,"Malt Extract",41901,"Foodstuffs",4,20185717,2023
"Preparations of cereals, flour, starch or milk",419,"Pasta",41902,"Foodstuffs",4,15850194,2023
"Preparations of cereals, flour, starch or milk",419,"Tapioca",41903,"Foodstuffs",4,161261,2023
"Preparations of cereals, flour, starch or milk",419,"Prepared Cereals",41904,"Foodstuffs",4,3812206,2023
"Preparations of cereals, flour, starch or milk",419,"Baked Goods",41905,"Foodstuffs",4,71154183,2023
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Pickled Foods",42001,"Foodstuffs",4,13082167,2023
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Processed Tomatoes",42002,"Foodstuffs",4,1762920,2023
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Processed Mushrooms",42003,"Foodstuffs",4,122,2023
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Other Frozen Vegetables",42004,"Foodstuffs",4,1459115,2023
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Other Processed Vegetables",42005,"Foodstuffs",4,6787139,2023
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Sugar Preserved Foods",42006,"Foodstuffs",4,461678,2023
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Jams",42007,"Foodstuffs",4,3900878,2023
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Other Processed Fruits and Nuts",42008,"Foodstuffs",4,7873230,2023
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Fruit Juice",42009,"Foodstuffs",4,33136553,2023
"Miscellaneous edible preparations",421,"Coffee and Tea Extracts",42101,"Foodstuffs",4,1216704,2023
"Miscellaneous edible preparations",421,"Yeast",42102,"Foodstuffs",4,74488,2023
"Miscellaneous edible preparations",421,"Sauces and Seasonings",42103,"Foodstuffs",4,24759620,2023
"Miscellaneous edible preparations",421,"Soups and Broths",42104,"Foodstuffs",4,887305,2023
"Miscellaneous edible preparations",421,"Ice Cream",42105,"Foodstuffs",4,453225,2023
"Miscellaneous edible preparations",421,"Other Edible Preparations",42106,"Foodstuffs",4,133785947.00000001,2023
"Beverages, spirits, & vinegar",422,"Water",42201,"Foodstuffs",4,117896,2023
"Beverages, spirits, & vinegar",422,"Flavored Water",42202,"Foodstuffs",4,12255535,2023
"Beverages, spirits, & vinegar",422,"Beer",42203,"Foodstuffs",4,18834,2023
"Beverages, spirits, & vinegar",422,"Wine",42204,"Foodstuffs",4,190631.99999999997,2023
"Beverages, spirits, & vinegar",422,"Other Fermented Beverages",42206,"Foodstuffs",4,1,2023
"Beverages, spirits, & vinegar",422,"Alcohol > 80% ABV",42207,"Foodstuffs",4,624254648,2023
"Beverages, spirits, & vinegar",422,"Hard Liquor",42208,"Foodstuffs",4,91460,2023
"Beverages, spirits, & vinegar",422,"Vinegar",42209,"Foodstuffs",4,86936,2023
"Food residues & wastes; animal fodder",423,"Animal Meal and Pellets",42301,"Foodstuffs",4,52106548,2023
"Food residues & wastes; animal fodder",423,"Bran",42302,"Foodstuffs",4,15113452,2023
"Food residues & wastes; animal fodder",423,"Starch Residue",42303,"Foodstuffs",4,3242568,2023
"Food residues & wastes; animal fodder",423,"Soybean Meal",42304,"Foodstuffs",4,80066,2023
"Food residues & wastes; animal fodder",423,"Other Vegetable Residues",42306,"Foodstuffs",4,292102,2023
"Food residues & wastes; animal fodder",423,"Other Vegetable Residues and Waste",42308,"Foodstuffs",4,5246511,2023
"Food residues & wastes; animal fodder",423,"Animal Food",42309,"Foodstuffs",4,8782841,2023
"Tobacco & substitutes",424,"Raw Tobacco",42401,"Foodstuffs",4,64240094,2023
"Tobacco & substitutes",424,"Rolled Tobacco",42402,"Foodstuffs",4,18389359,2023
"Tobacco & substitutes",424,"Processed Tobacco",42403,"Foodstuffs",4,18394104,2023
