"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Ores, slag and ash",526,"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,"Mineral Products",5,32654253,2023
"Ores, slag and ash",526,"Precious Metal Ore",52616,"Mineral Products",5,40052175,2023
"Ores, slag and ash",526,"Other Ores",52617,"Mineral Products",5,23145679,2023
"Ores, slag and ash",526,"Granulated Slag",52618,"Mineral Products",5,238486810,2023
"Ores, slag and ash",526,"Slag Dross",52619,"Mineral Products",5,20328322,2023
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Mineral Products",5,19242651,2023
"Ores, slag and ash",526,"Other Slag and Ash",52621,"Mineral Products",5,78264706,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Briquettes",52701,"Mineral Products",5,1050034806,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Lignite",52702,"Mineral Products",5,5674719,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Peat",52703,"Mineral Products",5,4313177,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Coke",52704,"Mineral Products",5,2550574797,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Non-Petroleum Gas",52705,"Mineral Products",5,238045,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Tar",52706,"Mineral Products",5,975262,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Tar Oil",52707,"Mineral Products",5,108377100,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Pitch Coke",52708,"Mineral Products",5,726480220,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Crude Petroleum",52709,"Mineral Products",5,391120612,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Refined Petroleum",52710,"Mineral Products",5,45718567937,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Gas",52711,"Mineral Products",5,3834727534,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Jelly",52712,"Mineral Products",5,1033310164,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Coke",52713,"Mineral Products",5,1281094545,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Bitumen and asphalt",52714,"Mineral Products",5,9619530,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Asphalt Mixtures",52715,"Mineral Products",5,19046778,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Electricity",52716,"Mineral Products",5,1682118579,2023
"Inorganic chemicals",628,"Halogens",62801,"Chemical Products",6,13817967,2023
"Inorganic chemicals",628,"Sulfur",62802,"Chemical Products",6,2467322,2023
"Inorganic chemicals",628,"Carbon",62803,"Chemical Products",6,1086836242,2023
"Inorganic chemicals",628,"Hydrogen",62804,"Chemical Products",6,1955848215,2023
"Inorganic chemicals",628,"Alkali, alkaline-earth, rare-earth metals, scandium, yttrium, and mercury",62805,"Chemical Products",6,640182959,2023
"Inorganic chemicals",628,"Hydrochloric Acid",62806,"Chemical Products",6,15061221,2023
"Inorganic chemicals",628,"Sulfuric Acid",62807,"Chemical Products",6,158706926,2023
"Inorganic chemicals",628,"Nitric Acids",62808,"Chemical Products",6,14478743,2023
"Inorganic chemicals",628,"Phosphoric Acid",62809,"Chemical Products",6,705062395,2023
"Inorganic chemicals",628,"Boron",62810,"Chemical Products",6,6905726,2023
"Inorganic chemicals",628,"Other Inorganic Acids",62811,"Chemical Products",6,1584238181,2023
"Inorganic chemicals",628,"Halides",62812,"Chemical Products",6,139730147,2023
"Inorganic chemicals",628,"Nonmetal Sulfides",62813,"Chemical Products",6,25366821,2023
"Inorganic chemicals",628,"Ammonia",62814,"Chemical Products",6,134684894,2023
"Inorganic chemicals",628,"Sodium or Potassium Peroxides",62815,"Chemical Products",6,1271125155,2023
"Inorganic chemicals",628,"Magnesium Hydroxide and Peroxide",62816,"Chemical Products",6,50142077,2023
